,input_angle,input_prheo,pspikenorm_ctr,fitgausspspikenorm_ctr,pspikenorm_fdE0,fitgausspspikenorm_fdE0,pspikenorm_ctrE0,fitgausspspikenorm_ctrE0,pspikenorm_fd,fitgausspspikenorm_fd
100,10,0.8984442527645641,0.9574135535008947,0.9513344806311941,0.9710472457606746,0.9653767398634069,0.970003950920191,0.9640259763213482,0.9785255126401935,0.9743982563750412
101,11,0.8981178876734379,0.9486359769897238,0.9414195606397405,0.9650308833173133,0.9582595695445949,0.9637730895887805,0.9566374337728969,0.9740480570676717,0.969105732991508
102,12,0.8977605762190739,0.939088105830644,0.9306788883995062,0.9584669865027147,0.9505247639862809,0.9569760992197934,0.9486101788403837,0.9691570642662075,0.9633421378911651
103,13,0.8973723554354085,0.9287876822607479,0.9191431859317886,0.9513625380794628,0.9421881627520373,0.949620465037054,0.939961281180437,0.9638560867400447,0.9571162325617911
104,14,0.8969532655488548,0.917753913431821,0.906845173951206,0.9437251442471389,0.933266738479439,0.9417143402301655,0.9307090209817213,0.958149001722022,0.9504374410869324
105,15,0.8965033499713545,0.9060074487833417,0.8938194174142734,0.935563037733946,0.9237785393349905,0.9332665491506473,0.920872824625968,0.9520400147541731,0.9433158263820087
106,16,0.8960226552928842,0.8935703543996467,0.8801021639245564,0.926885080747379,0.913742628223609,0.9242865903333447,0.9104731967822067,0.9455336634039976,0.9357620649396244
107,17,0.8955112312734141,0.880466084104348,0.865731176049842,0.9177007676941071,0.9031790190390164,0.9147846392433249,0.8995316492661272,0.9386348210808553,0.9277874201727654
108,18,0.8949691308343232,0.8667194470392552,0.8507455586343018,0.9080202275726922,0.8921086102531004,0.9047715506413269,0.8880706270096143,0.9313487009140984,0.9194037144489897
109,19,0.8943964100492724,0.8523565714721316,0.8351855822072046,0.8978542259364402,0.8805531161522112,0.8942588604536447,0.8761134314964503,0.9236808596517204,0.9106232999127278
110,20,0.8937931281345382,0.8374048645777579,0.8190925035993062,0.887214166317281,0.86853499603645,0.8832587870252449,0.863684142028945,0.9156372015353706,0.901459028196389
111,21,0.8931593474388075,0.8218929679407259,0.8025083848786865,0.8761120909956489,0.856077381704215,0.8717842316283093,0.8508075351967838,0.9072239821047299,0.8919242191240975
112,22,0.8924951334324395,0.8058507085359976,0.7854759117096428,0.8645606809955455,0.8432040035486146,0.859848778091837,0.8375090029236745,0.8984478118814034,0.8820326285145574
113,23,0.8918005546961931,0.7893090449550216,0.7680382122215201,0.8525732551784692,0.8299391155948088,0.8474666914119323,0.8238144694694216,0.8893156598796024,0.8717984151917544
114,24,0.8910756829094261,0.7723000086613436,0.7502386774493773,0.8401637683049082,0.8163074198079187,0.834652915196712,0.8097503077648771,0.8798348568881124,0.8612361073139385
115,25,0.8903205928377661,0.7548566400805116,0.7321207843755305,0.8273468079274953,0.8023339899998736,0.8214230677947274,0.7953432554548503,0.8700130984653419,0.8503605681325993
116,26,0.8895353623202589,0.7370129193546757,0.7137279225607372,0.8141375899759572,0.7880441956604779,0.8077934369513149,0.7806203310195479,0.8598584475865634,0.8391869612939296
117,27,0.8887200722559953,0.718803691623086,0.6951032253066124,0.8005519528905943,0.773463626033119,0.7937809728336116,0.7656087503385247,0.8493793368799666,0.8277307157955966
118,28,0.8878748065902199,0.7002645867255712,0.6762894062373616,0.7866063501584777,0.7586180147489743,0.7794032792620676,0.7503358440525381,0.8385845703857098,0.8160074907114808
119,29,0.8869996522999272,0.681431933267506,0.6573286021297189,0.7723178411048065,0.7435331653253648,0.7646786029845346,0.7348289760681955,0.8274833247700065,0.8040331397964321
120,30,0.8860946993789445,0.662342667031225,0.6382622227557303,0.757704079791121,0.7282348778241365,0.7496258208281594,0.7191154635379825,0.8160851499241709,0.7918236760820239
121,31,0.8851600408225098,0.643034233771001,0.6191308084344456,0.7427833018723904,0.7127488769547119,0.7342644245649399,0.703222498634256,0.8043999688768751,0.7793952365727749
122,32,0.8841957726113452,0.6235444864857075,0.5999738959163838,0.7275743092666269,0.6971007418938449,0.718614503328642,0.6871770724202233,0.7924380769462951,0.7667640471503687
123,33,0.8832019936952301,0.6039115773254795,0.5808298931495558,0.712096452493474,0.6813158380802345,0.7026967234243293,0.6710059011039247,0.7802101400576644,0.7539463877910465
124,34,0.8821788059760798,0.5841738443554972,0.5617359633986155,0.6963696105427571,0.6654192512271253,0.6865323053769126,0.6547353549429453,0.7677271921509747,0.7409585581985989
125,35,0.8811263142905313,0.564369693470932,0.5427279191101109,0.6804141681398735,0.6494357237799514,0.6701429980722181,0.6383913900481383,0.7550006316030988,0.7278168439522519
126,36,0.8800446263920425,0.5445374758317794,0.5238401258375452,0.6642509902826951,0.6333895940291127,0.6535510498531043,0.6219994833142071,0.7420422165887016,0.7145374832652556
127,37,0.8789338529325069,0.5247153612638302,0.5051054164607751,0.6479013939342934,0.6173047380701979,0.6367791764444639,0.6055845706837255,0.7288640593048478,0.7011366344461628
128,38,0.8777941074433906,0.5049412081517051,0.48655501585584116,0.6313871167673603,0.6012045147855603,0.6198505255944841,0.5891709889292172,0.7154786189853174,0.6876303441506462
129,39,0.8766255063163947,0.4852524304306527,0.46821847609433437,0.6147302828699575,0.5851117140021963,0.602788638335527,0.5727824211154465,0.7018986936323929,0.6740345165072854
130,40,0.8754281687836467,0.46568586236453957,0.4501236221764582,0.5979533653380741,0.5690485079615503,0.5856174067865756,0.556441845881243,0.6881374103961712,0.6603648831960648
131,41,0.8742022168974289,0.446277621877075,0.4322965082296562,0.5810791456987878,0.5530364062172544,0.5683610284404792,0.5401714906571417,0.6742082145346766,0.6466369745534075
132,42,0.8729477755094449,0.42706297328007076,0.4147613840355676,0.5641306701282415,0.5370962140570865,0.551043956903096,0.5239927889120417,0.66012485689173,0.632866091772438
133,43,0.8716649722496314,0.40807619031539216,0.3975406716826423,0.5471312024517132,0.5212479945256814,0.5336908490783385,0.5079263414991063,0.6459013798342896,0.619067280261859
134,44,0.8703539375045194,0.3893504204942181,0.38065495208042605,0.5301041739383541,0.5055110341049035,0.5163265088226124,0.4919918821483973,0.6315521015964011,0.6052553042213658
135,45,0.8690148043951514,0.3709175517769208,0.3641229610146994,0.5130731299309812,0.48990381208940265,0.49897582712454963,0.4762082471313981,0.6170915989832937,0.5914446224859342
136,46,0.8676477087545573,0.352808082687388,0.3479615943706275,0.4960616733813215,0.4744439736758316,0.48166371890103676,0.46059334910076444,0.602534688396412,0.577649365685637
137,47,0.8662527891047962,0.33505099699539137,0.3321859221041299,0.4790934053935221,0.4591483067656236,0.4644150565381829,0.4451641550874758,0.5878964051484372,0.5638833147618937
138,48,0.8648301866335691,0.3176736441278464,0.31680921049998895,0.46219186291314196,0.4440327224632109,0.4472546003460752,0.4299366686171611,0.5731919810465063,0.5501598808752711
139,49,0.8633800451704088,0.3007016264829492,0.30184295221894186,0.4453804537351831,0.4291122392341976,0.4302069261384214,0.41492591588784644,0.5584368202320438,0.5364920867341497
140,50,0.8619025111624503,0.284158694818703,0.2872969036052067,0.4286823890427414,0.41440097067138676,0.4132963501924369,0.4001459359328207,0.5436464732766886,0.5228925493677843
141,51,0.86039773364979,0.2680666528679458,0.2731791287006193,0.41212061372721737,0.39991211680076366,0.39654685189007755,0.38560977467482227,0.5288366095459426,0.509373464361548
142,52,0.858865864240438,0.2524452722945848,0.2594960493917555,0.3957177347814376,0.385657958844639,0.37998199438856967,0.3713294827613956,0.5140229878551794,0.49594659156646315
143,53,0.85730705708487,0.2373122190494057,0.24625250110202096,0.3794959480979374,0.3716498573452172,0.3636248437155937,0.35731611705611727,0.49922142545652237,0.4826232422895463
144,54,0.8557214688501846,0.22268299210820278,0.23345179343155012,0.3634769640457418,0.3578982535389277,0.347497886731833,0.3435797456465004,0.48444776540990014,0.46941426796601393
145,55,0.8541092586938724,0.2085708754798328,0.22109577514372317,0.3476819322395382,0.3444126738599883,0.33162294845035245,0.33012945621680123,0.4697178424070562,0.45633005030906965
146,56,0.8524705882372012,0.19498690425745116,0.2091849028979352,0.3321313659546656,0.331201737440898,0.31602110924742416,0.31697336762270484,0.45504744713346335,0.44338049292781145
147,57,0.8508056215382273,0.18193984535346738,0.19771831313370677,0.31684506667914786,0.318273166467904,0.30071262254251263,0.30411864449497955,0.4404522892698787,0.43057501439880413
148,58,0.8491145250644347,0.16943619340870641,0.18669389652101076,0.3018420493293248,0.3056337992409825,0.2857168335648912,0.291571514690677,0.4259479592523567,0.41792254277205604
